Calidris alba,0006a409ce930b2758875817ab994ac7.jpg,198,172,428,634,0.9329783
Calidris alba,00a02eab12ccab254e415d028ba6d2bb.jpg,155,180,455,581,0.87822384
Calidris alba,017ff48d70cf3069895ffdb263daf9a4.jpg,0,0,531,800,-1
Calidris alba,02673d49e8bbabe61815674d435c61b7.jpg,0,0,535,800,-1
Calidris alba,02a70a40a1a53d47051a68a0c6d8baba.jpg,304,75,400,238,0.7162802
Calidris alba,02a70a40a1a53d47051a68a0c6d8baba.jpg,218,568,328,719,0.7942846
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,71,116,126,157,0.41777012
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,140,554,196,606,0.4552574
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,73,294,115,359,0.5143586
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,75,0,115,43,0.5146253
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,131,634,175,680,0.58300006
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,67,175,116,222,0.61923933
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,91,384,142,428,0.65661746
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,56,291,103,356,0.66997147
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,61,407,99,471,0.6791867
Calidris alba,02b2f87e14973412f0fbcf836b96da48.jpg,94,482,139,565,0.7693922
Calidris alba,02ce8bf1627ae91d2ca975296acc4dae.jpg,282,340,378,449,0.3002281
Calidris alba,02ce8bf1627ae91d2ca975296acc4dae.jpg,276,91,380,189,0.39010495
Calidris alba,02ce8bf1627ae91d2ca975296acc4dae.jpg,425,289,498,397,0.6247513
Calidris alba,02ce8bf1627ae91d2ca975296acc4dae.jpg,332,474,409,565,0.6273944
Calidris alba,02cfeed2290e8e35b62884462b6a9dee.jpg,164,70,506,626,0.9292358
Calidris alba,03f1d20356b28cb2bc363ccdcfce7e74.jpg,138,14,400,593,0.91322213
Calidris alba,03f39a4474cba3eff3cea6fe4aef0d4b.jpg,328,280,394,385,0.81387496
Calidris alba,044ceb4ad196d79d29ba058ee63b9def.jpg,291,134,363,230,0.69985354
Calidris alba,044ceb4ad196d79d29ba058ee63b9def.jpg,299,553,356,682,0.7329825
Calidris alba,0495401e0a573b1f9c58182f3b04a182.jpg,175,249,330,409,0.8324027
Calidris alba,0514e8dafce66c438a2d775a9a7ca1af.jpg,278,135,325,169,0.30214968
Calidris alba,0514e8dafce66c438a2d775a9a7ca1af.jpg,265,247,337,301,0.3031603
Calidris alba,0514e8dafce66c438a2d775a9a7ca1af.jpg,211,385,257,427,0.3315058
Calidris alba,0514e8dafce66c438a2d775a9a7ca1af.jpg,159,557,227,631,0.5243411
